lat,lon,kmph,used_satellite,timestamp,date,altitude0.0,0.0,0.0,,0-0-0.0,0-0-0,0.0
35.76894166666666,139.30834166666668,0.0,,6-1-5.0,0-0-0,172.8
35.76894166666666,139.30834166666668,0.0,28-32-24-18-12-10-23-25,6-1-5.0,0-0-0,172.8
35.76894166666666,139.30834166666668,0.0,73-80-69-79,6-1-5.0,0-0-0,172.8
35.76894166666666,139.30834166666668,0.018520000000000002,73-80-69-79,6-1-5.0,8-9-25,172.8
35.76894166666666,139.30834166666668,0.018520000000000002,73-80-69-79,6-1-5.0,8-9-25,172.8
35.76894166666666,139.30834166666668,0.018520000000000002,73-80-69-79,6-1-5.0,8-9-25,172.8
35.76894166666666,139.30834166666668,0.018520000000000002,73-80-69-79,6-1-5.0,8-9-25,172.8
35.76894166666666,139.30834166666668,0.018520000000000002,73-80-69-79,6-1-6.0,8-9-25,172.8
35.76894166666666,139.30834166666668,0.018520000000000002,28-32-24-18-12-10-23-25,6-1-6.0,8-9-25,172.8
35.76894166666666,139.30834166666668,0.018520000000000002,73-80-69-79,6-1-6.0,8-9-25,172.8
35.76894166666666,139.30834166666668,0.018520000000000002,73-80-69-79,6-1-6.0,8-9-25,172.8
35.76894166666666,139.30834166666668,0.018520000000000002,73-80-69-79,6-1-6.0,8-9-25,172.8
35.76894166666666,139.30834166666668,0.018520000000000002,73-80-69-79,6-1-6.0,8-9-25,172.8
35.76894166666666,139.30834166666668,0.018520000000000002,73-80-69-79,6-1-6.0,8-9-25,172.8
35.76894166666666,139.30834166666668,0.018520000000000002,73-80-69-79,6-1-7.0,8-9-25,172.8
35.76894166666666,139.30834166666668,0.018520000000000002,28-32-24-18-12-10-23-25,6-1-7.0,8-9-25,172.8
35.76894166666666,139.30834166666668,0.018520000000000002,73-80-69-79,6-1-7.0,8-9-25,172.8
35.76894166666666,139.30834166666668,0.037040000000000003,73-80-69-79,6-1-7.0,8-9-25,172.8
35.76894166666666,139.30834166666668,0.037040000000000003,73-80-69-79,6-1-7.0,8-9-25,172.8
35.76894166666666,139.30834166666668,0.037040000000000003,73-80-69-79,6-1-7.0,8-9-25,172.8
35.76894166666666,139.30834166666668,0.037040000000000003,73-80-69-79,6-1-7.0,8-9-25,172.8
35.76894166666666,139.30834166666668,0.037040000000000003,73-80-69-79,6-1-8.0,8-9-25,172.8
35.76894166666666,139.30834166666668,0.037040000000000003,28-32-24-18-12-10-23-25,6-1-8.0,8-9-25,172.8
35.76894166666666,139.30834166666668,0.037040000000000003,73-80-69-79,6-1-8.0,8-9-25,172.8
35.76894166666666,139.30834166666668,0.037040000000000003,73-80-69-79,6-1-8.0,8-9-25,172.8
35.76894166666666,139.30834166666668,0.037040000000000003,73-80-69-79,6-1-8.0,8-9-25,172.8
35.76894166666666,139.30834166666668,0.037040000000000003,73-80-69-79,6-1-8.0,8-9-25,172.8
35.76894166666666,139.30834166666668,0.037040000000000003,73-80-69-79,6-1-8.0,8-9-25,172.8
35.76894166666666,139.30834166666668,0.037040000000000003,73-80-69-79,6-1-8.0,8-9-25,172.8
35.76894166666666,139.30834166666668,0.05556,73-80-69-79,6-1-8.0,8-9-25,172.8
35.76894166666666,139.30834166666668,0.05556,73-80-69-79,6-1-8.0,8-9-25,172.8
35.76894166666666,139.30834166666668,0.05556,73-80-69-79,6-1-8.0,8-9-25,172.8
35.76894166666666,139.30834166666668,0.05556,73-80-69-79,6-1-8.0,8-9-25,172.8
35.76894166666666,139.30834166666668,0.05556,73-80-69-79,6-1-9.0,8-9-25,172.8
